id,username,weighted_in_degree,weighted_out_degree,pagerank,betweenness
UC4wUMXVlzEhTW_EL1Gd5wzA,@Spritedude-x4z,0,1,8.149613075828635e-05,0.0
UC-pxGBiG58xB_vpdhO_j5Jg,@RDoLbach,4,0,0.0003600140903730264,0.0
UC4waWdVcYYsMcWVGwphHTew,@InfinityDsbm,0,1,8.149613075828635e-05,0.0
UChUa7l7y4OvmbUemKcxP9-Q,@MotionMark,1,0,0.00015112562066197136,0.0
UC4xIRHbNF6EPZ7tvsKVbm3A,@Buzz_Animations,0,1,8.149613075828635e-05,0.0
UCNDPULBht2p1cHqG5yBRBxw,@tristanm-v7b,8,0,0.0005788496300703222,0.0
UC4ypltX-GYzRkjjbH9_mtIw,@daydays12,0,1,8.149613075828635e-05,0.0
UCI6xEZXA2WyaYJjIzpHLHcg,@ODHunte,1,0,0.00015112562066197136,0.0
UC4zYUhxqEw19K_yaMcrIzkQ,@cdreid9999,0,2,8.149613075828635e-05,0.0
UC4zdEXJGUJM7jmnq0hgQ3ng,@VeniriScout,0,1,8.149613075828635e-05,0.0
UC4zreXzXiieXyFUlFyY7Riw,@adaywithoutdonald64,0,1,8.149613075828635e-05,0.0
UC5-a_iR318Bf11T7en3LrXQ,@JustADDowgAndTimmyVR35,0,2,8.149613075828635e-05,0.0
UC5-i9Kb4OBrCHFDk3f89hMA,@pazziforever535,0,1,8.149613075828635e-05,0.0
UC51bV-M4gXFrDvarkQWdG9A,@GeorgeSiwi,0,1,8.149613075828635e-05,0.0
UC51oxRAtKLcHWMcyh7q96eQ,@Aspencio,0,1,8.149613075828635e-05,0.0
UC52-L1YyUSHHaOhW4TexF0A,@hedgelynik5321,0,1,8.149613075828635e-05,0.0
UCl1dwG2UZTwzR7Win9RNhZw,@glowstickspinalfluid,4,0,0.00029328582921532825,0.0
UC54PyyPICRMVN8xKg4N5VmA,@SkippyOfBacon,0,1,8.149613075828635e-05,0.0
UC54tFNmrLVHlGZWrd8AlWXA,@matroska_5625,0,1,8.149613075828635e-05,0.0
UC552dCEHyBW8B0hDreum9dg,@prayk11,0,1,8.149613075828635e-05,0.0
UC557r43O3S1dAc_s4ajv-8Q,@Serocia,0,1,8.149613075828635e-05,0.0
UC55AUzTnEPzIn8c12SIUPyQ,@darbling,0,8,8.149613075828635e-05,0.0
UC55Hq8POdhOfaCkHK7I4DRw,@y.__.y--,0,1,8.149613075828635e-05,0.0
UC55RWUH4ou9FsiCybRPe8ng,@BeggarsOutpost4,0,1,8.149613075828635e-05,0.0
UCzli2aVRXTOEblPulKvLk5g,@OnlyTheDust,1,1,0.00015112562066197136,2.184096536018526e-08
UC56NrejrP8WmZ45EMkkyudA,@rin_the_wren,0,2,8.149613075828635e-05,0.0
UC56QXJN1B3YVf6-ZvsGy43w,@pentatronic,0,1,8.149613075828635e-05,0.0
UC56XrokD3WqR6jD3bUKchkA,@WanderingKaiju77,0,2,8.149613075828635e-05,0.0
UC56eDwzcDB3cuOOaG5QY1Ug,@fu6817,0,1,8.149613075828635e-05,0.0
UC56ovQ2uXcNfh3wIDzHXfMg,@Jakepearl13,0,1,8.149613075828635e-05,0.0
UC57I_yyORkllmW64qhCvYLw,@melodyman9162,4,1,0.00021851895034192198,2.4025061896203786e-07
UCwSTAoAEn9R_ypSfT7Hp4Yg,@ideedit,8,0,0.0006501473248524572,0.0
UC58AGviPqEWJMo0Z1SXJM8w,@Ziel23987,0,1,8.149613075828635e-05,0.0
UC58pSuKn-fde00uLwAdtxDg,@MicO-zf1xx,0,1,8.149613075828635e-05,0.0
UC58vcPRNymh0eBFOqXnBo0Q,@KD-ib4qq,0,1,8.149613075828635e-05,0.0
UCOQHNmuEIq56f29OL-ED8OQ,@chuckyspell,5,0,0.0003948288353248689,0.0
UC59G00_IAigYkblCEODCsJQ,@MixtapeAfrica,0,1,8.149613075828635e-05,0.0
UC5vihqx1er1W-vZ_Aq4HzxA,@AmbientImmersionLab,5,1,0.00037595900845219097,1.0920482680092629e-07
UC59pvbSDDIic7sW9IvpoCkw,@Fireringissafe,0,1,8.149613075828635e-05,0.0
UCXMPnpKWaSHanlqXNkf_hlA,@philhazecovers,2,0,0.0002207551105656564,0.0
UC5AIEv50LEmAbT--ZxCJ2ow,@Justalinecookfml,0,3,8.149613075828635e-05,0.0
UC5AdZ9wfoDrs1Q3V8RlVi-Q,@PossiblyPrinceWinter,0,1,8.149613075828635e-05,0.0
UC5B7hk6GLHb81HoWAGBFj_w,@ThisIsChris-Anime,0,4,8.149613075828635e-05,0.0
UCNVlkh6luQ0cWMMn84uIagQ,@inuendo6365,7,0,0.00035653261587784217,0.0
UCf3xol1-yuEvOKSoEEWr85Q,@Drawsnt,8,0,0.0008670701344636971,0.0
UC5CXFUQbYv7lqSnYP4hPxyA,@RodrigoMazutti,0,1,8.149613075828635e-05,0.0
UCCMfowmWA0G08lS7WpUNJ9Q,@RPKGameVids,1,0,0.00015112562066197136,0.0
UC5DhGr3w6uq5amYhk8-khJg,@Tallbesticle,0,7,8.149613075828635e-05,0.0
UC5EcQwzLn2no2RZkW7XTcYQ,@rae2071,0,1,8.149613075828635e-05,0.0
UC5GJ6cUzD_lt76vDX_-Q3Fg,@ChingChangWallah.,0,2,8.149613075828635e-05,0.0
UC5GY13WVY8mmVcdwkgXVhHA,@beatmania3rdmix,0,1,8.149613075828635e-05,0.0
UCUAMy3pNv2yHpLFq0UXoviQ,@shaelynstreet,9,0,0.0004957915956852123,0.0
UC5HHOEAtIO_Nvl75xARUWAw,@jesperborgstrm3385,0,2,8.149613075828635e-05,0.0
UCmbT5z440d5bCSm56JPBrsg,@DXFXULT,1,0,0.00011631087571012886,0.0
UC5HTGkEdA2OKaUyrOsCpLzw,@jadewidow83,0,1,8.149613075828635e-05,0.0
UCEgrO67puG7SYtPWhlLbIBw,@PostThaMost,2,0,0.0002207551105656564,0.0
UC5HmXxEXSNDJJ0RicCBV6sA,@krollpeter,0,1,8.149613075828635e-05,0.0
UCRddQZPhBkobQPqoo8dBudg,@patrickwalsh279,15,0,0.0010563089894098767,0.0
UC5JZGNV4el3Pp83yEDJJ0eQ,@woof3065,0,1,8.149613075828635e-05,0.0
UC5KQEh3w_hQAkxQyLXHVujg,@HollieReynolds-q2q,0,1,8.149613075828635e-05,0.0
UC5KfsZLp5ABheYUqnXWAOXw,@GavenJr,0,1,8.149613075828635e-05,0.0
UC5N4bnIqgnDHO6p9O7rssuQ,@NotUrDJ,0,2,8.149613075828635e-05,0.0
UC5NS0Ky8UBQkAvC_zLb-xrA,@orrissonpereira1070,0,1,8.149613075828635e-05,0.0
UC5PgZPyh5Nzvfbmf2QTtRqw,@asrieldremmurr3538,0,1,8.149613075828635e-05,0.0
UC5QEamsb0QP7UNyTknPjYFQ,@ladyville3,0,2,8.149613075828635e-05,0.0
UC5QU4J8-8a_UN4mKDyg_LNQ,@peporgan,0,1,8.149613075828635e-05,0.0
UC5T0rCX6BzTVeSSWwz2BeDw,@simonestreeter1518,0,5,8.149613075828635e-05,0.0
UCrEkURrIHGBj71aj0OGC9QA,@writethisthat3613,9,0,0.0002702171401053461,0.0
UC5VR02WddpN8a2T6xfbMwng,@youniverseandeye,0,1,8.149613075828635e-05,0.0
UC5VZHA2R5z5gpj5BcB8BmFw,@Marketpliers-OoOo,0,1,8.149613075828635e-05,0.0
UCzcud97TqgBQ8KcXUqGPqJQ,@manofsteal5066,1,0,0.00015112562066197136,0.0
UC5WLSxVfirJyJ32RbBr0j3Q,@TheGarmery,0,2,8.149613075828635e-05,0.0
UCcDJAS1AZHYG8bZ7G2QPwSQ,@s03ran,3,0,0.0002207551105656564,0.0
UC5WddfHMzpTdBQx63fitLyg,@emanewl07,0,1,8.149613075828635e-05,0.0
UCcQ7K1j9oZXvOwUK_s_RfSg,@saidlibrary5009,4,0,0.0003600140903730264,0.0
UC5XALcR6MzrpxTbM8P1SHRQ,@Flush_You_Basterd,0,3,8.149613075828635e-05,0.0
UC5Xnu5uRgvermGbym2slReg,@RandomButBeautiful,0,5,8.149613075828635e-05,0.0
UC5Y12CM-u2cSSfcnOcge5yg,@earlygail,0,2,8.149613075828635e-05,0.0
UC5YWFRpRXiqhyVtEP_87GBA,@Romulus-v1y,0,1,8.149613075828635e-05,0.0
UC5YnczkXAGRyAutSSFPzFlg,@moonasha,0,2,8.149613075828635e-05,0.0
UC5ZZUomtEEUcUs1Br5WMJbw,@RealAndyOriginal,0,1,8.149613075828635e-05,0.0
UC5_NjmBGfRC0iHiDGIu_L9g,@thannyman,0,1,8.149613075828635e-05,0.0
UC5_UF7vivbNSDeWiFcuoPYg,@ek0dev,0,2,8.149613075828635e-05,0.0
UC5_dDTk3HmDbrwSyCRLGm4g,@NikiWonoto26,0,1,8.149613075828635e-05,0.0
UCWWh8dTxhReoxMJJ5OnYZpw,@StuartHetzler,24,1,0.0009565067205479279,3.712964111231494e-07
UC5_tZlCLw7IQ7aaQEL7GMhg,@FelixvanSteenis,0,1,8.149613075828635e-05,0.0
UC5aLJZaMcuWFV99Ef1YqxJA,@heysolley,0,1,8.149613075828635e-05,0.0
UC5aSnYWOWkYX8oso3zbLCuA,@SinZane,0,1,8.149613075828635e-05,0.0
UC5br6_JfFlKY81BUxt36Ljw,@leonardodelpuertoburk2439,0,1,8.149613075828635e-05,0.0
UC5dT30XawUaMA-a8eoKTOOQ,@raraga1959,0,1,8.149613075828635e-05,0.0
UC5eQMQ94BkYXoGGwegWBoGA,@ConflictingJumps,0,1,8.149613075828635e-05,0.0
UC5fQwl9pEHGzCPHKqqP27uQ,@MugenHeadNinja,0,1,8.149613075828635e-05,0.0
UC5g1mJvuVEa70qxxDcUlHMw,@namethefifth7315,0,1,8.149613075828635e-05,0.0
UC5gx8iiLhjnx8UQdnsrvOJg,@arklowrockz,0,1,8.149613075828635e-05,0.0
UC5gyUxsNVGjBqA4Kaz89Djg,@AnimationAlicorn,0,1,8.149613075828635e-05,0.0
UC5hXiBq3UpEVB85DYYfnBQg,@DarioPandzicAudio,0,1,8.149613075828635e-05,0.0
UC5iTYa325qDaMak2aiI2ikA,@thundafellow,0,1,8.149613075828635e-05,0.0
UC5jDCD7psFqBv1NoSjtvUQg,@peace7482,0,3,8.149613075828635e-05,0.0
UC5jNLKfCAq27Nhn8jJY9SXA,@SashaGarcia,0,1,8.149613075828635e-05,0.0
UC5jTJ0cZ4KhqRXjil-vYfdg,@davidstevenson8079,0,1,8.149613075828635e-05,0.0
UC5kWYFm9fQXLSGEu-xHSgig,@drewbydubious,0,2,8.149613075828635e-05,0.0
UC5kny9qPqSBWB0BdIauk5aQ,@rizkyadiyanto7922,0,1,8.149613075828635e-05,0.0
UC5lRbM1DheThEMI9Msy7YyQ,@HarmoSpace,0,2,8.149613075828635e-05,0.0
UC5lZwjUNx7A49u2tbl5gtuA,@Swatch_11,0,1,8.149613075828635e-05,0.0
UC5mY7FU5wUmEtPsoh-Jb5fA,@Sylas_hawk,0,1,8.149613075828635e-05,0.0
UC5my2lakef4kt_TftEBpLeA,@alexanderkendysh9071,0,1,8.149613075828635e-05,0.0
UC5nLf5XecOdVGx5mUV65Zfw,@y-ss7sn,0,1,8.149613075828635e-05,0.0
UC5ne-a1On3x6Xs_EQCFN5aQ,@cristhyancasiano,0,1,8.149613075828635e-05,0.0
UCUcKphrDPsU6UYTAvDxenVw,@L.Scott_Music,20,0,0.00045538564252747176,0.0
UC5pHknr6Eh0jZ4uIn2-jdTw,@J.marrrr,0,1,8.149613075828635e-05,0.0
UC5pQPoQtJJPqSbwdWi15Ebw,@LIAPlugin,0,1,8.149613075828635e-05,0.0
UC5pWwESLBHIx3BNQdge3Kdw,@chriseraphim,0,1,8.149613075828635e-05,0.0
UC5r8G-rw9R9-NDS_ZLrM24g,@Bomme_de_terre,0,1,8.149613075828635e-05,0.0
UC5sm4lWRrKp61F69eK5CQ-g,@ArvidDarmond,0,1,8.149613075828635e-05,0.0
UC5svqZ3jNq0PrjsCiKGcnZw,@TarecPL,0,1,8.149613075828635e-05,0.0
UCjnQdA37T_Gpe7nupa-UyKw,@27alelin,13,0,0.0006230588300091699,0.0
UC5sxawI7bCENwQoSoKuA7-w,@tigerucapgras474,0,1,8.149613075828635e-05,0.0
UC5uxG7yrjcR2BAUdhDKow-A,@Mynameisntslimshady,0,1,8.149613075828635e-05,0.0
UCBJhDYNOSGURLyNzJ17vrHw,@princenishikigoi7439,4,0,0.0003600140903730264,0.0
UC5uz8ga4AhL3Cz59ocbdGvg,@TronciM,0,1,8.149613075828635e-05,0.0
UCp7EhhzVUnmU3qXUZx-o81Q,@johannlopezr,1,0,0.00015112562066197136,0.0
UCQq0Dkdibg3kOCyik8n5VWQ,@AutumnInfinityOfficial,13,0,0.0008875469821100364,0.0
UC5xePiEWVOZceM-0vtkFJog,@Bitcoinforthehood,0,1,8.149613075828635e-05,0.0
UC5xpH6sOyqAEQHY9iuE9E8Q,@Jenninka,0,1,8.149613075828635e-05,0.0
UC5xuP08nMx0CbdeU02EU0ew,@RandJohnson,0,1,8.149613075828635e-05,0.0
UC5y7bmaOCGNDJPnJJDnTs6Q,@narhwallord6985,0,1,8.149613075828635e-05,0.0
UC5zbBDfN9Q0EYfKCJFimP9w,@pearly1789,0,1,8.149613075828635e-05,0.0
UC6-Jif-CicL0ZZpXc-Xjpqw,@tatasodziakow5258,0,1,8.149613075828635e-05,0.0
UC616CnYWdlJqWwZQ_9c6BRA,@jeffreyholland1772,0,1,8.149613075828635e-05,0.0
UC62JNbV-7AXim8kA3XEpPmA,@Anonymous-73,0,1,8.149613075828635e-05,0.0
UC63Z39ZoUbyn934AsrZ1iSw,@artofstorytelling9406,0,3,8.149613075828635e-05,0.0
UCQTZTd-1zwM3TgSEMDL-Q3Q,@coolguy5555551,9,0,0.0006617418799556615,0.0
UC67K4glICVlHNd4QfTgwZ5w,@thylionheart,0,2,8.149613075828635e-05,0.0
UC9bWWQtuk2n5LPYHLxRbO_w,@unintentional_smile,8,0,0.0004499521814986196,0.0
UC68yfGupuoNLoTO9l-NU1gg,@Rustyzip53,0,1,8.149613075828635e-05,0.0
UC694zQsBD6QTQ5nJCh7-KGQ,@mariusz3139,0,1,8.149613075828635e-05,0.0
UC69jpzw2cYQQ2wCNFDVC-ug,@foreverain0613,0,2,8.149613075828635e-05,0.0
UCCB9TErYsdV97gLuSBIywfQ,@dianagarbanzo7465,4,0,0.00021329480807597587,0.0
UCeJRbX-LJpocXVJ_0s76vWQ,@flaeime,9,0,0.0004942995351872761,0.0
UC6A_FQgYVJD-ESZWZRPEGdQ,@JustScottDocs,0,1,8.149613075828635e-05,0.0
UC6AoZzGu5psiadZyfX_Vavg,@BDM7,0,1,8.149613075828635e-05,0.0
UC6Bb-28vcUH2eZveLwJ3NQg,@joestrat2723,0,1,8.149613075828635e-05,0.0
UC6BvJHuAdzF2v_RRvSskmIg,@extremelynormalperson,0,1,8.149613075828635e-05,0.0
UC6C23v0Y605NLCCIwGIQ-2w,@egorerofeev7762,0,1,8.149613075828635e-05,0.0
UC6DJK5uw6tPXfk52tWs61rw,@josephsu9574,0,1,8.149613075828635e-05,0.0
UC6DiLEJ72H3OUkdF4UuKY1A,@eriklarson9137,0,2,8.149613075828635e-05,0.0
UC6DmbrNgvizbxVxXMtf16Uw,@garryhughes3837,0,2,8.149613075828635e-05,0.0
UCVuelr--rh6EOneGA-3F8ww,@BANGTHEORY1,3,0,0.0001482243919159845,0.0
UC6ElUEgpmFecP62mezU1hBA,@Sascha_Franck,0,1,8.149613075828635e-05,0.0
UC6GorW0ON2f_ijF-1YpX3Dg,@matthewvelazquez2013,0,1,8.149613075828635e-05,0.0
UC6IURtnn_NDahj3E258eW4Q,@BrainNSoulSounds,0,1,8.149613075828635e-05,0.0
UC6JYpx8Q9Ow_e2l-5xzTSxw,@IwasLikeBroUrDumb,0,1,8.149613075828635e-05,0.0
UC-QlA5EoIu_h6M90XRqD4_g,@sundothor_theflayer,9,0,0.0006733467949396089,0.0
UC6LESVa8bcBd6l2yv9uJC2g,@Krasnoluddd_z,0,1,8.149613075828635e-05,0.0
UC6LKOGjDBrMbeAPZ2T7Y79A,@sndrc9,0,1,8.149613075828635e-05,0.0
UC6LNFJs3d5b7kAShvep1XSA,@Hunts-wildly,0,1,8.149613075828635e-05,0.0
UC6Lj6YUV9nFBqsaYdG7rWZA,@HiginioLuis,0,1,8.149613075828635e-05,0.0
UC6M1qlGx67WYvKKOwCaP9eg,@outsidewithmike,0,2,8.149613075828635e-05,0.0
UC6NEvcWyGteBJvHd_73GTSQ,@JacobKelsey-e1u,0,2,8.149613075828635e-05,0.0
UC6NGJ79yc11NFTGyDgb6V5Q,@mikegrogor8632,0,1,8.149613075828635e-05,0.0
UC6PJrDDpDl7f5Yczl-OMfcg,@Apebek,0,3,8.149613075828635e-05,0.0
UCrRXylLSgeEcWNxLuHi9aRg,@thedood2059,23,0,0.0014067774219250913,0.0
UC6Pa5ab267XVAczkwUPrRpw,@coderamen666,0,1,8.149613075828635e-05,0.0
UC6QslIrQT06V7c2nGG2PjkA,@funicon3689,0,1,8.149613075828635e-05,0.0
UCHZ3BMARR2U96ozVgBC__Dw,@ElliotBriarch,2,0,0.0002207551105656564,0.0
UC6SMB8y4UJEPX4ymJFo3G-Q,@PhilAndersonMusician,0,2,8.149613075828635e-05,0.0
UC7Y6h-WZLLgBtzqREBCWKnA,@stevensmith1788,1,0,0.00011631087571012886,0.0
UCuijfNA-EXuteSTdzgOf0pg,@quendelf,3,0,0.00016505151864270836,0.0
UC6STTjHxnSXp-r8NPQIutAQ,@GrindThisGame,0,1,8.149613075828635e-05,0.0
UC6Sf9jRTA-4p5gZnva18TBw,@scorpions1965,0,2,8.149613075828635e-05,0.0
UC6Si2Y75eUzDYP3JPIMEdQg,@UnboundSpirit33,0,1,8.149613075828635e-05,0.0
UC6TUz1HK7yPhpCXv3T8n4xw,@cyldavor991,0,1,8.149613075828635e-05,0.0
UC6UffParZABXdjDn0xDfw5g,@blahblah49000,0,1,8.149613075828635e-05,0.0
UC6VLYoy_kdosmfbeOOccNbA,@TheKing-kd9li,0,1,8.149613075828635e-05,0.0
UC6WM4iCoLCmwrd8d4Bx4ADQ,@criaturaconfortavel,0,1,8.149613075828635e-05,0.0
UC6WlMW8RU1wGaK5Dn6atfbg,@roxynconsu,0,1,8.149613075828635e-05,0.0
UC6WloAMZdKVuvhv1-ghl-fA,@TitaniumTurbine,0,2,8.149613075828635e-05,0.0
UC6WsiVVvnQkP-Mt7jkvZc9Q,@AssilAssil-x4t2v,0,1,8.149613075828635e-05,0.0
UC6XpEhpc39iU3hCE1WUKveg,@lullabyforbabies-BedtimeSongs,0,1,8.149613075828635e-05,0.0
UC6YxvXChyCBDPa-urjc72Dw,@ArifGhostwriter,0,1,8.149613075828635e-05,0.0
UC6ZyzTmV7emzBbbms4CLGeg,@bubblen07,0,2,8.149613075828635e-05,0.0
UC6_TKMs0R9_rXanIJJsGcJQ,@rhouy22-md7rg,0,1,8.149613075828635e-05,0.0
UC6aPsh8xxGxJjWBzM7RLhxg,@emmanuelayomiposi6257,0,1,8.149613075828635e-05,0.0
UC6bkwdDV8l6DtdbrbPh-soA,@antek_hh,0,1,8.149613075828635e-05,0.0
UC6bx0HK0FPFe4Rp0SCGF7VQ,@hohl_ee,0,1,8.149613075828635e-05,0.0
UCcyxjJLLh5wWsUuJEQbvycw,@kend8901,14,0,0.0005875533163082828,0.0
UC6cJvN0nzkHD3b1b1YVv4UQ,@TheRobo_13,0,1,8.149613075828635e-05,0.0
UC6csb6WlAusedgs-dfOIlUA,@emkaym8,0,1,8.149613075828635e-05,0.0
UC6cvPB0I7biPMEEuPfgXoMA,@Stunyboy,0,3,8.149613075828635e-05,0.0
UC6d1pqkEJE_75mEqQMSuxVw,@nameisnamesake,0,1,8.149613075828635e-05,0.0
UC6gGm4QwoC4ytLrihutfAEw,@DuckInGameStop,0,1,8.149613075828635e-05,0.0
UC6i3eWsCrfzMGabHkLqtPKw,@nuffzed202,0,1,8.149613075828635e-05,0.0
UCBQsMWLUJwlE8sPSmVBxytA,@TradeurCueilleur,9,0,0.0006071436232689901,0.0
UC6iVZrgireN7xWIIHmsNn2Q,@PatFieldsProductions,0,1,8.149613075828635e-05,0.0
UC6j4atG-AD7XeY5bXcIJTDg,@trickvro,0,1,8.149613075828635e-05,0.0
UC6jrq4OhWL1UIBHzoKh0VrA,@Rjcuatrocinco,0,1,8.149613075828635e-05,0.0
UC6keE6HxZeW9hfiHa54255A,@thanakornpaomaiman7324,0,1,8.149613075828635e-05,0.0
UC6njuKIVQkb4wv5gj9JNJYA,@Blackhalo1,0,1,8.149613075828635e-05,0.0
UC6oBG_kASxgYMqiVgtXMhlA,@williamzk9083,0,1,8.149613075828635e-05,0.0
UCGi-r7sFvGB54l5nDPv4eqg,@todmoses,4,0,0.0003600140903730264,0.0
UC6o_0pevVk8aH0LYHK_QATA,@suntrekkerthompson8741,0,1,8.149613075828635e-05,0.0
UC4EyWsfq5Auz1pfBnzYybbw,@BrownieloveMike,2,0,0.0002207551105656564,0.0
UC6pc57KhqcOVUUX2a5IjYNg,@fallenaither,0,1,8.149613075828635e-05,0.0
UCr6lbo_gyBipeDNsX3c0RDA,@Hyesko,11,0,0.0006153222200198715,0.0
UC6qMPTPAnfjBjTQGPNW-i_w,@mikaelsjoberg1894,0,3,8.149613075828635e-05,0.0
UC6qkQmG7Cw5ktg9Was9ybuw,@Bozaan,0,1,8.149613075828635e-05,0.0
UC6rOzwsBanGVYiCvPUxeETQ,@just-somebody-anonymous,0,1,8.149613075828635e-05,0.0
UC6sWLOENNNVotTJGNPgqKAg,@catelynh1020,0,1,8.149613075828635e-05,0.0
UCYQmLJspyWwz_Lz8ySog4KA,@abb3rz07,1,0,0.00015112562066197136,0.0
UC6tiApMYpCRd2iHRZSzBrtg,@TheOceanBearer,0,1,8.149613075828635e-05,0.0
UC6tz_mZ1OhngUQCyT5undAg,@lucasking5376,0,1,8.149613075828635e-05,0.0
UC6v4T7WvxUIqijYMVtYAVqA,@Nope4242-u3l,0,1,8.149613075828635e-05,0.0
UCYqyKO-dswP0Vs1VmUWYyTA,@GothmogTM,1,0,0.00015112562066197136,0.0
UC6vZ35N2gb0cYovZZsf0nlQ,@zeers_space,0,1,8.149613075828635e-05,0.0
UCpyrcuTZBtFF2Bed8nQyP6g,@zizdftw,10,0,0.0007313713698593465,0.0
UC6vo7hLg5lyRfOpVzwE56ZQ,@bobabubbletea393,0,1,8.149613075828635e-05,0.0
UC6w1J1pcs7d_JCrPv3QuB6w,@ineczkaink,0,1,8.149613075828635e-05,0.0
UC6wzVHTp4QGFxVZxAVry16g,@brevarium.scarense,0,1,8.149613075828635e-05,0.0
UC6x0Q-FFoU-TKYR5scs4fgA,@Carlosonebillion,0,1,8.149613075828635e-05,0.0
UC6xNAbMYr6f_1Gf0OYilw2w,@Lyle_Plays,0,1,8.149613075828635e-05,0.0
UC6xrhc4hzVzq-fLrJPZ8LjQ,@Null-Eulogy,0,1,8.149613075828635e-05,0.0
UC6y9QdvscOUJLUeYzMBSJTQ,@goq1990,0,1,8.149613075828635e-05,0.0
UC6yCXxoJSy_o6uMPmxAvjlw,@bernierao,0,1,8.149613075828635e-05,0.0
UC6yauHcAC7mQvesk2cVI4Kw,@Mecchasuki17,0,2,8.149613075828635e-05,0.0
UCLAjg8zjwjXG-YJOI-2AQ5Q,@whimsicalstateofmind,12,0,0.0005133396337973025,0.0
UC6ydxtz7C8_Dj0kcUUkZ-gg,@Bertmussen,0,1,8.149613075828635e-05,0.0
UC6yrTECu9pFV7X3THI3BEGA,@CelharmonicLAB,0,1,8.149613075828635e-05,0.0
UC6z0PgPmZayK5pg8nYRrh-Q,@erwinderdoofe,0,1,8.149613075828635e-05,0.0
UC6zOZlQ4kd9UTnyvxlkgjRQ,@lushkordz6643,0,1,8.149613075828635e-05,0.0
UC72iFeIEMRrVNeUMS6ZNC2w,@Mooghoul,0,1,8.149613075828635e-05,0.0
UC72vN0pIUcmJuK3_OfvXPig,@ST19859,0,1,8.149613075828635e-05,0.0
UCbnaJzrj8Jvu65LzUUjb2Cg,@Romario-f5m,3,0,0.00018594036561381385,0.0
UC72ye2kIuV8z83fEsgOkdvg,@josiahdsmith5641,0,3,8.149613075828635e-05,0.0
UC74QcQaCii6Q0cReL39fWZQ,@michaelpettersson4919,0,5,8.149613075828635e-05,0.0
UC024jIT9xsIhoPw5HJjjDAw,@OspreyFlyer,1,0,9.542202873902335e-05,0.0
UCNWYPl9YOCxSxwwXn870BAQ,@weekendrobot,18,0,0.0009121929718254412,0.0
UCXq3qEbWK8JoPxFlZnGp0BQ,@stellarnomad42,1,0,9.542202873902335e-05,0.0
UCudyQIRvuDa1E_4uLkx1zrQ,@2105-j7u,1,0,9.542202873902335e-05,0.0
UC74nPfAYpnGv-phfHbkJeGw,@john-atonic,0,1,8.149613075828635e-05,0.0
UC75uRmuRj_EPMoE4diiF9Og,@HomemadeNatty,0,1,8.149613075828635e-05,0.0
UC75x0-kHm71gioVb6kZGs8Q,@tico5058,0,1,8.149613075828635e-05,0.0
UC76tmBVgA73UrtmcKggLm4A,@specialj67,0,1,8.149613075828635e-05,0.0
UC77FZ3QJRswz9VYj13M96XQ,@MrIshmael81,0,1,8.149613075828635e-05,0.0
UC77kHAmTlAiwnr7OLcvSGKg,@alexblanco2504,0,1,8.149613075828635e-05,0.0
UC78SOG4gFEsRW9IcObLdGCw,@phangkuanhoong7967,0,3,8.149613075828635e-05,0.0
UC7BnQb0O3HFqosnflU1uI6w,@tempest-tom9180,0,1,8.149613075828635e-05,0.0
UC7C-5lUn7v9utBnhYdcA9eQ,@DanneyTanner,0,1,8.149613075828635e-05,0.0
UC7Dq3lA9XEgEHb4wG8DFa2g,@zooweamama5799,0,1,8.149613075828635e-05,0.0
UC7EIJKccuff0aR8ap3QVG_A,@Mrflipflops_w,0,1,8.149613075828635e-05,0.0
UC7F2aFHg9KJ1zsjituzdCAQ,@64tdr,0,1,8.149613075828635e-05,0.0
UC7Fz3ioOZulkJXt_MJuG8bQ,@t6-30,0,1,8.149613075828635e-05,0.0
UC7Gct9wobl6m44aGupBvd9w,@larsjonsson3624,0,1,8.149613075828635e-05,0.0
UC7HiC5xat6t9-60omScM-Rg,@MasterHigure,0,1,8.149613075828635e-05,0.0
UC7Hr52EDaTrfOnXouxQdNqg,@davidsuzukiispolpot,0,1,8.149613075828635e-05,0.0
UC7IAnrAzK5a2QvrbTn3VNDg,@eclxpse2,0,1,8.149613075828635e-05,0.0
UC7Jh3-Ltr8qOULYctbMPWEw,@goemon9378,0,1,8.149613075828635e-05,0.0
UC7JzrGdWVL2ywtBNx5WuSTQ,@moorty708,0,1,8.149613075828635e-05,0.0
UC7MbpI1pIPJZkDEZfuYlsuA,@footyball66,0,1,8.149613075828635e-05,0.0
UCvvgOxMVRWPxWBIpmZ2Yl_g,@Michael-w9k8s,3,0,0.0002903846004693414,0.0
UC7NFZ2e1l1_HzDot4L1mYwA,@ArtWire,0,3,8.149613075828635e-05,0.0
UC7NuOkFu4zS3-5Gn8vWwH-g,@droz65,0,1,8.149613075828635e-05,0.0
UC7O5t-cu9zUSZg6S36wEBmQ,@antalantal2366,0,1,8.149613075828635e-05,0.0
UC7O7l0mB1u6GAqI3GsYWuDA,@quintisswanepoel7520,0,1,8.149613075828635e-05,0.0
UCmi3IbBxRrllPlzCwZpqOOA,@WilfulAphid,3,0,0.0002903846004693414,0.0
UC7OkWIZ_t3VSSDjatzZ1e0Q,@christinagrider9719,0,1,8.149613075828635e-05,0.0
UCMHCCY9FkyDG_YPUTJkFTCA,@PJWey,10,0,0.0006060382880327135,0.0
